,client_id,start,step_1,step_2,step_3,confirm,Variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
38491,7603857,1,1,2,2,1,Control,6.0,75.0,52.5,U,2.0,58245.01,0.0,3.0
38494,7603967,1,2,1,1,1,Control,19.0,233.0,53.0,M,2.0,66209.61,2.0,5.0
38495,7604827,1,1,1,1,1,Control,24.0,289.0,66.5,F,2.0,61886.52,1.0,4.0
38498,7605451,1,1,1,1,1,Control,7.0,94.0,44.5,U,2.0,28882.54,1.0,4.0
38499,7605728,2,2,1,1,1,Control,7.0,85.0,61.5,U,2.0,34528.96,5.0,8.0
38500,7605909,3,6,4,2,1,Control,8.0,101.0,28.5,M,2.0,118007.44,6.0,9.0
38501,7606054,1,1,1,0,0,Control,28.0,345.0,78.0,F,2.0,45415.95,2.0,5.0
38502,7606536,1,1,1,1,1,Control,12.0,148.0,27.5,M,3.0,78274.44,1.0,4.0
38503,7606728,1,0,0,0,0,Control,12.0,147.0,32.0,M,2.0,71140.07,5.0,8.0
38504,7606754,2,1,1,1,1,Control,8.0,103.0,31.0,U,2.0,75175.44,2.0,5.0
38507,7606958,2,1,1,1,1,Control,20.0,251.0,65.5,M,2.0,138261.84,3.0,6.0
38509,7607296,2,0,0,0,0,Control,7.0,84.0,27.0,U,2.0,42291.85,0.0,3.0
38511,7607583,1,1,3,3,1,Control,4.0,57.0,62.5,U,2.0,116749.59,0.0,3.0
38512,7607936,2,1,1,0,0,Control,16.0,193.0,52.0,F,2.0,100806.15,6.0,9.0
38515,7608559,1,1,1,1,1,Control,23.0,284.0,52.0,M,2.0,207704.38,4.0,7.0
38520,7609366,2,2,1,1,1,Control,7.0,85.0,36.5,U,2.0,37322.2,3.0,6.0
38521,7609773,1,1,1,1,1,Control,14.0,176.0,64.5,F,2.0,108639.02,2.0,5.0
38522,7609789,1,1,0,0,0,Control,20.0,245.0,72.0,F,2.0,49064.42,1.0,4.0
38524,7610723,2,2,2,1,1,Control,24.0,294.0,58.5,M,4.0,763872.88,6.0,9.0
38525,7610751,14,2,2,2,0,Control,14.0,169.0,65.0,F,2.0,42525.59,4.0,7.0
38527,7612092,1,1,2,2,1,Control,5.0,70.0,25.5,U,2.0,34795.32,1.0,4.0
38529,7612773,1,1,2,2,1,Control,6.0,72.0,48.5,U,3.0,235592.09000000003,4.0,7.0
38534,7614490,2,2,2,2,1,Control,15.0,180.0,46.5,F,2.0,28867.69,2.0,5.0
38535,7614662,3,1,1,0,0,Control,15.0,188.0,40.0,F,2.0,43277.58,6.0,9.0
38536,7615245,0,0,0,0,1,Control,21.0,260.0,31.0,M,3.0,342270.43,5.0,8.0
38537,7615744,1,1,1,1,1,Control,5.0,64.0,29.5,U,3.0,47914.63,5.0,8.0
38543,7616759,2,2,1,1,1,Control,,,,,,,,
38546,7617111,1,1,1,1,1,Control,18.0,217.0,45.5,F,3.0,24087.02,0.0,3.0
38547,7617417,2,1,1,2,1,Control,25.0,308.0,73.5,M,2.0,186427.67,6.0,9.0
38550,7617963,2,1,1,0,0,Control,4.0,58.0,26.0,U,2.0,136611.86,6.0,9.0
38551,7619234,1,1,1,1,1,Control,12.0,146.0,24.5,M,3.0,40884.53,5.0,8.0
38552,7619272,1,1,0,0,0,Control,7.0,94.0,42.0,U,2.0,82028.04999999999,2.0,5.0
38556,7619625,1,1,1,1,1,Control,18.0,226.0,55.5,M,2.0,38091.78,1.0,4.0
38557,7619691,1,2,2,2,1,Control,5.0,66.0,34.5,U,3.0,155293.34000000003,6.0,9.0
38560,7619838,1,1,1,1,1,Control,8.0,104.0,62.5,F,2.0,76391.65,2.0,5.0
38564,7620412,1,1,1,1,1,Control,24.0,288.0,52.5,M,2.0,102148.84,1.0,4.0
38566,7621143,2,2,1,1,1,Control,6.0,72.0,49.5,U,2.0,34986.34,6.0,9.0
38568,7621250,14,13,6,4,1,Control,14.0,172.0,45.0,F,2.0,56299.75,5.0,8.0
38572,7622555,2,0,0,0,0,Control,14.0,178.0,57.0,F,2.0,85327.39,2.0,5.0
38573,7622618,1,1,1,1,1,Control,9.0,117.0,36.5,M,3.0,408304.41,6.0,9.0
38574,7622766,1,1,1,1,0,Control,10.0,122.0,31.0,M,2.0,83651.66,2.0,5.0
38576,7622779,1,2,0,0,0,Control,6.0,79.0,33.0,U,3.0,609232.4600000001,6.0,9.0
38577,7622966,6,4,3,1,2,Control,22.0,274.0,49.0,M,2.0,103761.44,6.0,9.0
38578,7623010,2,1,1,1,1,Control,6.0,74.0,73.5,U,2.0,922958.38,4.0,7.0
38581,7623562,1,1,1,1,1,Control,5.0,64.0,17.5,U,2.0,37130.56,3.0,6.0
38582,7623574,1,1,1,1,1,Control,21.0,252.0,34.5,F,2.0,268052.61,5.0,8.0
38584,7623681,1,1,3,2,1,Control,5.0,65.0,62.5,U,2.0,125593.26,5.0,8.0
38586,7623828,4,5,3,2,1,Control,12.0,144.0,75.0,M,2.0,38375.91,5.0,8.0
38590,7625054,5,5,1,1,1,Control,7.0,84.0,34.5,U,2.0,28028.01,2.0,5.0
38591,7625763,4,0,0,0,0,Control,10.0,126.0,53.0,F,2.0,69123.86,6.0,9.0
38592,7625765,4,4,2,2,1,Control,18.0,227.0,55.5,U,2.0,63570.52,0.0,3.0
38595,7626144,1,1,1,1,1,Control,5.0,67.0,45.5,F,2.0,163133.28999999998,0.0,4.0
38596,7626540,2,2,2,2,1,Control,6.0,77.0,53.5,U,2.0,85149.72,1.0,4.0
38597,7626648,1,1,1,1,1,Control,13.0,161.0,34.5,M,3.0,321965.25,1.0,4.0
38598,7626686,1,1,1,1,1,Control,11.0,139.0,55.5,F,2.0,272313.21,2.0,5.0
38599,7626945,2,3,3,3,1,Control,12.0,155.0,46.5,F,2.0,55857.87,1.0,4.0
38603,7627322,1,1,1,2,1,Control,15.0,189.0,71.5,F,2.0,62772.74,3.0,6.0
38604,7627455,1,0,0,0,0,Control,12.0,152.0,58.0,M,2.0,49921.52,6.0,9.0
38608,7628095,1,1,1,1,1,Control,8.0,104.0,44.5,M,2.0,41828.09,6.0,9.0
38610,7628536,3,0,0,0,0,Control,22.0,274.0,74.0,F,2.0,32497.59,1.0,4.0
38611,7628683,1,1,1,1,1,Control,6.0,81.0,60.0,U,2.0,415605.63,2.0,5.0
38612,7628721,1,1,1,1,2,Control,6.0,74.0,20.0,U,2.0,38471.7,5.0,8.0
38613,7628896,2,1,1,1,1,Control,9.0,112.0,31.5,F,2.0,120278.0,6.0,9.0
