,client_id,start,step_1,step_2,step_3,confirm,Variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
28810,5726651,1,1,1,1,1,Control,25.0,303.0,73.0,U,2.0,60921.84,1.0,4.0
28811,5726845,1,1,3,3,1,Control,16.0,197.0,51.5,F,2.0,35578.369999999995,0.0,3.0
28812,5727076,1,0,0,0,0,Control,8.0,107.0,61.0,F,2.0,2393667.45,2.0,6.0
28813,5727133,1,1,1,1,1,Control,16.0,201.0,37.5,M,3.0,125269.63,2.0,5.0
28818,5728114,2,1,1,1,1,Control,5.0,70.0,26.5,U,4.0,48956.22,3.0,6.0
28819,5728383,1,1,1,1,1,Control,23.0,276.0,57.0,M,2.0,174429.46999999997,4.0,7.0
28820,5728402,1,1,1,1,1,Control,15.0,180.0,51.0,M,4.0,78458.25,6.0,9.0
28822,5728657,4,3,1,1,2,Control,7.0,86.0,51.5,U,3.0,73466.58,2.0,6.0
28823,5728757,3,4,3,2,1,Control,24.0,292.0,29.5,M,2.0,74545.25,4.0,7.0
28824,5729005,1,1,1,1,1,Control,6.0,83.0,55.5,U,2.0,49908.41,6.0,9.0
28826,5729161,8,7,8,9,1,Control,11.0,139.0,43.5,M,3.0,84377.11,6.0,9.0
28827,5729629,1,1,1,1,2,Control,13.0,165.0,46.0,M,2.0,281223.5,3.0,6.0
28828,5729668,3,1,1,0,0,Control,6.0,83.0,34.0,U,2.0,39485.54,1.0,4.0
28833,5729982,3,3,1,1,1,Control,4.0,59.0,30.0,U,2.0,32508.81,0.0,3.0
28834,5730041,1,1,1,1,1,Control,16.0,192.0,52.5,M,2.0,389615.5,4.0,7.0
28835,5730234,3,3,1,1,1,Control,15.0,180.0,62.5,M,2.0,46154.41,6.0,9.0
28842,5731876,1,1,1,3,1,Control,14.0,175.0,47.5,F,2.0,43728.23,2.0,5.0
28843,5731886,1,1,1,1,1,Control,8.0,98.0,31.0,U,2.0,38386.37,0.0,3.0
28845,5732198,5,3,3,1,0,Control,8.0,96.0,72.0,U,2.0,60125.25,2.0,5.0
28846,5732397,1,0,0,0,0,Control,5.0,71.0,30.0,U,3.0,109329.14,5.0,8.0
28849,5732702,3,1,1,2,0,Control,9.0,110.0,58.0,U,2.0,529377.1,6.0,9.0
28850,5732744,1,3,4,2,1,Control,6.0,73.0,47.5,M,2.0,36857.28,6.0,9.0
28852,5733085,1,1,1,1,1,Control,6.0,73.0,42.5,F,3.0,49829.61,5.0,8.0
28857,5733807,1,1,1,1,3,Control,12.0,150.0,47.5,M,2.0,73076.92,6.0,9.0
28858,5733841,1,3,2,2,0,Control,14.0,168.0,44.0,F,2.0,127455.58,1.0,4.0
28860,5734249,3,2,1,1,1,Control,5.0,66.0,32.5,U,2.0,63060.42,6.0,9.0
28862,5734562,1,1,1,1,1,Control,18.0,216.0,65.0,U,2.0,27131.05,0.0,3.0
28863,5734691,1,0,0,0,0,Control,8.0,96.0,40.0,U,3.0,110781.43,6.0,9.0
28865,5734970,3,3,2,0,0,Control,15.0,182.0,48.0,M,2.0,31600.12,1.0,4.0
28867,5735682,1,1,1,1,2,Control,21.0,259.0,50.0,U,2.0,27771.8,5.0,8.0
28869,5735934,1,1,1,1,1,Control,23.0,287.0,66.0,M,2.0,32456.13,1.0,4.0
28877,5738664,1,1,0,0,0,Control,15.0,189.0,34.0,F,2.0,46829.14,0.0,3.0
28878,5738894,1,0,0,0,0,Control,8.0,101.0,62.0,U,2.0,59137.97,2.0,5.0
28880,5740001,1,0,0,0,0,Control,12.0,150.0,59.0,F,2.0,32221.61,0.0,3.0
28883,5740627,5,1,1,0,0,Control,9.0,112.0,28.0,U,3.0,78101.06,0.0,3.0
28885,5740925,1,0,0,0,0,Control,20.0,251.0,47.0,M,2.0,338012.84,1.0,4.0
28886,5740977,1,1,2,2,1,Control,4.0,59.0,50.5,U,2.0,62283.6,6.0,9.0
28891,5742352,2,1,1,1,1,Control,15.0,183.0,28.5,M,2.0,28388.17,3.0,6.0
28892,5742450,1,0,0,0,0,Control,4.0,58.0,49.0,U,2.0,43294.35,5.0,8.0
28893,5742686,1,0,0,0,0,Control,17.0,215.0,42.0,F,2.0,226173.5,0.0,3.0
28895,5742800,2,1,1,1,0,Control,7.0,91.0,27.0,U,2.0,41450.98,2.0,5.0
28898,5743376,1,1,2,1,2,Control,40.0,485.0,66.5,M,3.0,3228350.47,6.0,9.0
28901,5744207,1,1,1,1,1,Control,11.0,137.0,50.5,F,3.0,197852.14,6.0,9.0
28902,5744690,1,1,1,1,1,Control,4.0,52.0,24.5,F,2.0,72155.91,2.0,5.0
28903,5744745,2,1,1,1,0,Control,5.0,60.0,26.0,U,2.0,43858.03999999999,6.0,9.0
28909,5746278,1,1,1,1,1,Control,11.0,132.0,36.5,M,2.0,173581.65000000002,3.0,6.0
28910,5746657,2,1,1,1,1,Control,6.0,72.0,63.5,U,2.0,78943.16,3.0,6.0
28914,5748369,7,5,1,1,1,Control,13.0,165.0,60.5,F,2.0,41590.53999999999,2.0,5.0
28915,5748636,2,2,1,1,1,Control,14.0,178.0,37.0,M,2.0,75972.98999999999,1.0,4.0
28918,5749316,1,1,1,1,1,Control,14.0,179.0,33.5,F,2.0,54548.47,0.0,3.0
28920,5749370,1,1,3,3,1,Control,4.0,59.0,22.5,U,2.0,50677.64,6.0,9.0
28921,5749703,3,1,2,0,0,Control,16.0,192.0,31.0,F,2.0,102958.95,3.0,6.0
28922,5749778,3,4,3,1,1,Control,6.0,82.0,33.0,U,2.0,58124.26,5.0,8.0
28923,5749834,2,3,3,2,2,Control,8.0,106.0,27.0,F,2.0,98049.66,6.0,9.0
28924,5749929,1,0,0,0,0,Control,22.0,269.0,53.0,F,3.0,307977.73,6.0,9.0
28926,5750349,1,0,0,0,0,Control,17.0,214.0,64.0,M,2.0,212080.84000000003,0.0,3.0
28928,5750821,2,1,1,1,0,Control,30.0,371.0,63.0,M,2.0,45107.23,1.0,4.0
28929,5751088,2,1,1,1,1,Control,3.0,42.0,51.5,M,2.0,72005.57,0.0,3.0
28930,5751427,2,1,1,1,1,Control,11.0,142.0,38.5,F,2.0,105952.34,5.0,8.0
28934,5751652,4,2,3,0,0,Control,13.0,160.0,72.0,F,2.0,185287.44,5.0,9.0
28935,5752256,1,2,2,2,1,Control,12.0,147.0,25.5,M,2.0,30804.32,1.0,4.0
28936,5752908,1,1,1,1,1,Control,32.0,393.0,61.5,F,2.0,83506.59,2.0,5.0
28937,5753581,1,1,1,1,1,Control,6.0,75.0,22.5,U,3.0,66978.81,6.0,9.0
28939,5753951,2,1,1,1,0,Control,5.0,70.0,27.0,U,2.0,27940.9,0.0,3.0
28940,5753974,1,1,1,1,0,Control,5.0,70.0,51.0,F,2.0,30502.53,0.0,3.0
28946,5754907,17,0,0,0,0,Control,17.0,208.0,59.0,M,2.0,89992.95,6.0,9.0
28952,5755427,1,1,1,1,1,Control,4.0,56.0,34.0,U,2.0,30795.63,1.0,4.0
28953,5755447,3,1,3,5,1,Control,27.0,327.0,88.5,M,3.0,491006.57,6.0,9.0
28956,5755875,1,1,1,1,1,Control,21.0,261.0,26.0,U,5.0,227217.41,5.0,8.0
28960,5756509,2,1,1,1,1,Control,15.0,190.0,40.5,M,3.0,2162730.4,4.0,7.0
28966,5757378,1,0,0,0,0,Control,5.0,68.0,51.0,U,2.0,25095.66,1.0,4.0
28968,5757723,2,0,0,0,0,Control,12.0,154.0,27.0,F,2.0,32383.08,0.0,3.0
28969,5757843,2,2,2,1,1,Control,14.0,178.0,31.5,F,2.0,26496.1,0.0,3.0
28971,5758630,1,1,1,1,2,Control,15.0,191.0,36.5,M,5.0,626551.7100000001,6.0,9.0
28973,5758755,1,1,1,1,1,Control,7.0,85.0,51.0,U,3.0,32554.66,6.0,9.0
28978,5759946,2,2,1,1,1,Control,20.0,240.0,42.5,F,2.0,29986.74,0.0,3.0
28979,5759958,1,1,1,3,1,Control,9.0,114.0,52.5,F,2.0,60033.44,2.0,5.0
28981,5759997,3,3,2,1,1,Control,11.0,141.0,59.5,M,2.0,30993.31,4.0,7.0
28982,5760138,1,1,1,1,1,Control,5.0,70.0,38.5,U,2.0,40744.98,1.0,4.0
28988,5761217,2,1,1,2,0,Control,30.0,361.0,70.0,F,3.0,642489.3500000001,6.0,9.0
28992,5762524,1,1,1,1,1,Control,20.0,243.0,25.0,M,2.0,59329.46,3.0,6.0
28993,5762741,1,1,1,1,1,Control,10.0,122.0,33.5,M,2.0,80761.42,1.0,4.0
28997,5763299,2,0,0,0,0,Control,18.0,222.0,50.0,U,2.0,43674.92,3.0,6.0
28998,5763507,3,0,0,0,0,Control,12.0,154.0,53.0,F,2.0,29806.59,0.0,3.0
28999,5763560,1,1,1,1,1,Control,10.0,128.0,30.0,U,2.0,52550.81,2.0,5.0
29001,5763840,1,1,1,1,1,Control,23.0,280.0,71.0,M,3.0,109811.28,6.0,9.0
29002,5763881,1,1,1,1,1,Control,10.0,131.0,57.5,M,2.0,34521.16,6.0,9.0
29004,5764476,2,1,1,1,0,Control,28.0,347.0,69.0,U,2.0,39480.55,2.0,5.0
29005,5764510,2,1,1,1,1,Control,15.0,189.0,35.0,F,2.0,49511.27,0.0,3.0
29007,5764579,4,1,1,1,1,Control,9.0,116.0,60.5,F,4.0,289893.45,5.0,8.0
29008,5764613,1,2,1,1,1,Control,19.0,238.0,56.5,M,3.0,58604.54,4.0,7.0
29011,5765309,1,0,0,0,0,Control,14.0,178.0,33.0,M,2.0,70380.69,0.0,3.0
29012,5765540,1,1,1,1,1,Control,11.0,143.0,36.0,F,2.0,113885.96,2.0,5.0
29015,5765602,1,1,1,1,0,Control,5.0,63.0,64.0,M,2.0,437928.3,6.0,9.0
29016,5765798,2,1,1,1,1,Control,16.0,199.0,49.0,M,2.0,377759.76,0.0,3.0
29017,5766096,3,0,0,0,0,Control,10.0,128.0,52.0,F,3.0,35078.04,4.0,7.0
29020,5766870,3,4,2,2,2,Control,21.0,256.0,48.5,M,2.0,63030.63,6.0,9.0
29022,5766971,4,1,1,0,0,Control,24.0,289.0,49.0,M,2.0,213101.39,0.0,3.0
29023,5767765,2,1,1,1,1,Control,21.0,256.0,48.5,M,4.0,1578233.5599999998,2.0,5.0
29024,5767944,3,2,1,1,1,Control,29.0,359.0,63.5,F,3.0,62738.22,4.0,7.0
29030,5768721,1,1,1,1,1,Control,16.0,192.0,46.5,F,2.0,91654.02,3.0,6.0
29034,5769238,2,0,0,0,0,Control,6.0,78.0,44.0,U,2.0,66416.81,0.0,3.0
29035,5769715,1,0,0,0,0,Control,20.0,245.0,75.0,M,2.0,75862.58,6.0,9.0
29036,5769716,6,1,0,0,0,Control,20.0,251.0,76.0,M,3.0,341588.82,4.0,7.0
29037,5770038,2,0,0,0,0,Control,4.0,59.0,23.0,U,3.0,49187.91,2.0,5.0
29039,5770418,1,1,1,1,0,Control,12.0,153.0,31.0,F,2.0,34478.43,0.0,3.0
29040,5770458,2,2,1,1,1,Control,16.0,198.0,54.5,M,3.0,645788.4600000001,3.0,6.0
29042,5770692,2,2,2,1,1,Control,4.0,55.0,30.0,M,2.0,115293.9,6.0,9.0
29044,5771032,3,1,0,0,0,Control,6.0,79.0,62.0,U,2.0,52306.85,1.0,4.0
29046,5771521,3,0,0,0,0,Control,22.0,268.0,54.0,F,2.0,142418.05,6.0,9.0
29048,5771832,1,1,1,1,0,Control,5.0,68.0,70.0,U,2.0,54793.99,2.0,5.0
29049,5772665,1,1,1,1,0,Control,7.0,85.0,67.0,U,3.0,194734.99,6.0,9.0
29053,5773795,1,1,1,1,1,Control,8.0,107.0,29.5,F,2.0,95735.23,6.0,9.0
29056,5773922,2,2,1,0,0,Control,13.0,158.0,32.0,F,2.0,52592.08,0.0,3.0
29057,5773935,1,1,4,4,1,Control,8.0,97.0,57.5,F,2.0,32218.33,5.0,8.0
29058,5774133,1,1,1,1,1,Control,7.0,89.0,56.5,U,2.0,46102.76,2.0,5.0
29060,5774314,1,1,1,1,1,Control,19.0,238.0,71.5,M,2.0,57664.85,0.0,3.0
29064,5775585,2,2,0,0,0,Control,7.0,90.0,68.0,U,2.0,326149.01,6.0,9.0
29067,5775986,2,1,0,0,0,Control,20.0,240.0,47.0,F,2.0,66380.68,0.0,3.0
29068,5776273,1,1,3,5,1,Control,24.0,296.0,28.5,M,2.0,301464.6,2.0,5.0
29071,5776661,3,1,1,0,0,Control,14.0,172.0,36.0,M,2.0,24912.32,3.0,6.0
29073,5777036,1,0,0,0,0,Control,6.0,77.0,47.0,U,2.0,440455.1,3.0,6.0
29075,5777101,1,1,0,0,0,Control,6.0,79.0,73.0,U,2.0,329723.45,0.0,5.0
29077,5777311,3,4,1,1,6,Control,23.0,286.0,47.5,M,2.0,374613.04,6.0,9.0
29078,5777346,2,1,1,1,1,Control,6.0,75.0,19.5,U,2.0,36119.93,2.0,5.0
29080,5777764,2,1,1,1,1,Control,6.0,73.0,28.5,U,2.0,47414.31,5.0,8.0
29084,5778964,1,1,1,1,1,Control,15.0,189.0,34.5,M,3.0,104356.29,5.0,8.0
29085,5779610,1,1,1,1,1,Control,27.0,325.0,58.5,F,2.0,71834.44,2.0,5.0
29087,5780229,2,0,0,0,0,Control,11.0,138.0,30.0,M,2.0,38530.51,3.0,6.0
29089,5780472,3,1,1,1,1,Control,5.0,71.0,38.0,U,2.0,38215.05,4.0,7.0
29092,5781524,1,1,2,4,1,Control,5.0,71.0,42.5,U,3.0,55532.59,2.0,5.0
29093,5781704,1,1,1,1,1,Control,23.0,285.0,58.5,M,3.0,145242.08000000002,1.0,4.0
29094,5781709,1,1,2,1,1,Control,7.0,88.0,29.5,U,2.0,81454.39,3.0,6.0
29100,5782642,1,0,0,0,0,Control,26.0,313.0,60.0,F,2.0,61554.66,0.0,3.0
29101,5782971,1,1,1,1,1,Control,20.0,244.0,44.5,F,3.0,75090.23999999999,2.0,5.0
29103,5782987,3,1,0,0,0,Control,11.0,134.0,50.0,M,2.0,49797.72,0.0,3.0
29104,5783222,3,1,1,1,1,Control,10.0,130.0,42.0,F,2.0,80773.1,3.0,6.0
29107,5783708,6,3,1,1,1,Control,6.0,75.0,28.0,F,3.0,90809.3,3.0,6.0
29108,5783978,1,1,2,4,1,Control,16.0,192.0,43.5,M,2.0,695105.6000000001,6.0,9.0
29109,5784042,1,1,2,1,1,Control,16.0,195.0,73.5,M,2.0,734519.8500000001,6.0,9.0
29112,5784242,1,0,0,0,0,Control,11.0,142.0,68.0,F,2.0,215063.22,4.0,7.0
29115,5785124,1,1,1,1,1,Control,21.0,263.0,69.5,F,2.0,148403.59,4.0,7.0
29116,5785189,1,1,1,1,1,Control,24.0,289.0,45.5,F,3.0,678353.79,1.0,4.0
29118,5786791,1,1,1,1,1,Control,21.0,256.0,45.5,M,2.0,34684.03,0.0,3.0
29119,5786829,1,1,1,1,1,Control,8.0,105.0,26.5,M,3.0,87853.88,2.0,5.0
29125,5787300,1,1,1,1,1,Control,23.0,278.0,26.5,M,2.0,35978.49,5.0,8.0
29127,5788539,1,1,1,1,1,Control,14.0,177.0,65.5,M,2.0,25481.29,4.0,7.0
29129,5789058,1,1,1,1,1,Control,9.0,119.0,49.5,M,2.0,30819.81,0.0,3.0
29130,5789085,1,0,0,0,0,Control,21.0,261.0,45.0,F,2.0,43964.4,1.0,4.0
29133,5789598,2,0,0,0,0,Control,9.0,116.0,29.0,M,2.0,82596.9,6.0,9.0
29134,5789634,3,0,0,0,0,Control,6.0,72.0,68.0,U,2.0,152476.16,6.0,9.0
29136,5790126,5,1,1,1,0,Control,14.0,170.0,54.0,F,2.0,44155.58,2.0,5.0
29137,5790286,1,2,2,2,1,Control,11.0,143.0,28.5,M,3.0,56189.72,5.0,8.0
29139,5790417,2,1,2,2,1,Control,11.0,136.0,36.0,M,2.0,36080.17,6.0,9.0
29140,5790654,1,1,1,1,1,Control,5.0,61.0,37.0,M,2.0,100224.88,1.0,4.0
29145,5791290,1,1,1,1,1,Control,4.0,56.0,39.5,U,2.0,53259.71,0.0,3.0
29146,5791498,3,2,0,0,0,Control,19.0,235.0,72.0,F,2.0,430947.31,2.0,6.0
29147,5791603,1,1,1,1,1,Control,9.0,111.0,58.5,M,2.0,44642.08,6.0,9.0
29148,5791715,1,0,0,0,0,Control,4.0,57.0,39.0,U,2.0,28736.28,1.0,4.0
29149,5791732,1,0,0,0,0,Control,11.0,132.0,60.0,F,2.0,85797.38,5.0,8.0
29152,5792423,3,1,1,0,0,Control,14.0,170.0,44.0,F,2.0,151988.59,3.0,6.0
29156,5792887,1,1,1,1,1,Control,6.0,83.0,55.5,U,2.0,59005.45,4.0,7.0
29157,5792905,1,1,1,0,0,Control,6.0,83.0,32.0,U,2.0,67936.36,3.0,6.0
29160,5794010,1,1,1,1,1,Control,18.0,227.0,39.5,F,3.0,153948.19,2.0,5.0
29162,5794104,1,1,1,1,1,Control,19.0,231.0,42.5,M,3.0,70618.36,6.0,9.0
29163,5794145,1,1,1,1,1,Control,22.0,265.0,56.5,F,2.0,111393.83,2.0,5.0
29165,5794515,2,1,1,1,1,Control,25.0,311.0,75.0,F,3.0,166600.13,6.0,9.0
29167,5794562,1,1,1,1,1,Control,12.0,155.0,52.5,M,2.0,58002.78,2.0,5.0
29169,5794832,3,0,0,0,0,Control,5.0,68.0,55.0,F,2.0,52571.0,0.0,3.0
29170,5794865,2,2,1,1,2,Control,4.0,59.0,25.0,U,3.0,32262.88,1.0,4.0
29171,5794987,5,2,1,1,1,Control,5.0,64.0,60.0,F,3.0,163363.71999999997,6.0,9.0
29172,5795046,1,1,1,1,1,Control,20.0,250.0,57.5,M,2.0,34260.09,4.0,7.0
29175,5795485,1,1,2,1,1,Control,15.0,190.0,55.5,M,2.0,28773.29,0.0,3.0
29176,5795761,1,1,1,1,1,Control,13.0,160.0,30.5,M,2.0,47940.75,6.0,9.0
29179,5796110,1,1,1,1,1,Control,6.0,72.0,27.5,M,4.0,444697.2,6.0,9.0
29181,5796398,1,1,1,1,1,Control,12.0,154.0,31.0,M,2.0,97768.8,3.0,6.0
29183,5797088,2,2,1,1,1,Control,30.0,360.0,24.5,F,2.0,28327.36,3.0,6.0
29185,5797212,1,1,1,1,0,Control,5.0,63.0,57.0,U,2.0,89608.59,1.0,5.0
29187,5798479,2,2,1,1,1,Control,6.0,81.0,66.5,U,2.0,147138.06,3.0,6.0
29189,5798633,2,1,1,1,1,Control,4.0,58.0,42.5,U,2.0,29388.51,0.0,3.0
29193,5799151,1,1,1,0,0,Control,21.0,254.0,56.0,M,3.0,5137641.69,6.0,9.0
29194,5800090,2,1,2,3,1,Control,6.0,82.0,38.0,U,2.0,28632.85,1.0,4.0
29195,5800167,1,1,1,1,1,Control,10.0,124.0,27.5,M,2.0,66107.0,6.0,9.0
29197,5800745,1,1,1,1,1,Control,6.0,81.0,30.5,U,2.0,28540.35,6.0,9.0
29198,5800774,2,1,0,0,0,Control,20.0,251.0,74.0,F,2.0,39953.39,2.0,5.0
29199,5801058,1,1,2,2,1,Control,5.0,60.0,19.5,U,2.0,25062.26,0.0,3.0
29200,5801163,6,1,1,1,1,Control,7.0,94.0,25.0,U,2.0,36462.12,6.0,9.0
29203,5801776,1,1,1,0,0,Control,5.0,60.0,22.0,M,4.0,46225.21,2.0,5.0
29210,5803184,3,3,3,2,0,Control,24.0,298.0,53.0,F,2.0,82615.11,0.0,3.0
29212,5803727,2,0,0,0,0,Control,14.0,175.0,40.0,F,2.0,77527.92,3.0,6.0
29215,5804408,3,0,0,0,0,Control,24.0,298.0,52.0,M,3.0,371056.84,2.0,5.0
29216,5804424,1,1,1,1,0,Control,11.0,136.0,56.0,M,3.0,68422.64,6.0,9.0
29218,5804553,3,1,1,1,0,Control,4.0,57.0,72.0,U,2.0,66229.95999999999,4.0,7.0
29222,5804951,1,0,0,0,0,Control,13.0,157.0,33.0,F,3.0,62046.06,1.0,4.0
29226,5805534,3,2,0,0,0,Control,5.0,65.0,76.0,U,2.0,51048.85,3.0,6.0
29229,5806372,1,1,1,1,1,Control,8.0,100.0,53.5,U,2.0,62658.0,2.0,5.0
29235,5806944,1,1,1,1,1,Control,5.0,70.0,26.0,U,3.0,46790.45,4.0,7.0
29237,5807230,3,1,1,1,1,Control,8.0,106.0,64.0,F,2.0,114645.53,4.0,7.0
29238,5807332,4,3,4,4,3,Control,23.0,276.0,58.0,U,2.0,36233.4,4.0,7.0
29239,5807713,1,1,1,1,1,Control,6.0,73.0,24.5,U,2.0,28924.85,5.0,8.0
29243,5808972,1,1,0,0,0,Control,5.0,66.0,23.0,U,2.0,29898.98,0.0,3.0
29244,5809163,1,1,1,1,1,Control,9.0,108.0,30.5,M,3.0,43870.92999999999,4.0,7.0
29245,5809205,1,1,1,1,1,Control,6.0,80.0,27.0,U,2.0,50526.58,6.0,9.0
29248,5809893,2,1,1,1,1,Control,28.0,340.0,82.0,F,4.0,357679.83,4.0,7.0
29252,5810345,1,2,2,1,1,Control,16.0,196.0,57.5,M,2.0,557957.05,2.0,5.0
29253,5810358,1,1,1,1,1,Control,22.0,264.0,59.5,F,3.0,165767.40000000002,4.0,7.0
29254,5810660,1,1,0,0,0,Control,21.0,253.0,51.0,F,3.0,40879.25,3.0,6.0
29255,5810662,1,1,2,2,0,Control,12.0,154.0,32.0,F,2.0,99947.43,1.0,4.0
29258,5811616,1,1,1,1,1,Control,15.0,188.0,34.5,F,3.0,86606.56,4.0,7.0
29260,5811895,4,3,3,3,1,Control,20.0,249.0,51.5,M,3.0,3041297.69,6.0,9.0
29263,5811961,1,1,1,1,1,Control,10.0,131.0,36.5,F,3.0,52397.53,4.0,7.0
29268,5812724,3,1,1,1,1,Control,15.0,189.0,62.0,M,2.0,49830.92,6.0,9.0
29271,5813251,2,5,5,3,2,Control,6.0,76.0,25.0,U,2.0,38456.62,4.0,7.0
29276,5814099,2,1,1,1,1,Control,16.0,197.0,56.5,F,2.0,104094.21,0.0,3.0
29277,5814124,1,3,2,2,1,Control,25.0,304.0,44.5,M,3.0,2356726.83,6.0,9.0
29279,5814539,2,2,1,1,1,Control,21.0,253.0,60.0,M,3.0,368324.75,6.0,9.0
29281,5814834,2,2,1,1,1,Control,5.0,64.0,38.0,U,3.0,505955.45,6.0,9.0
29282,5815034,1,0,0,0,0,Control,21.0,262.0,20.0,M,2.0,28707.36,4.0,7.0
29285,5815400,1,1,2,1,0,Control,28.0,347.0,51.0,M,2.0,96516.74,6.0,9.0
29286,5815644,2,2,2,1,1,Control,7.0,95.0,25.5,U,2.0,61571.26,2.0,5.0
29289,5815996,1,1,1,1,1,Control,4.0,56.0,22.5,F,2.0,27866.73,2.0,5.0
29290,5816187,3,3,1,1,1,Control,7.0,92.0,60.5,U,2.0,45351.92,6.0,9.0
29291,5816230,2,2,2,1,0,Control,5.0,68.0,26.0,U,2.0,112773.86,2.0,5.0
29295,5817225,5,1,1,0,0,Control,15.0,181.0,68.0,M,2.0,86475.57,1.0,4.0
29297,5817293,6,7,5,3,1,Control,4.0,58.0,29.5,U,2.0,36067.13,4.0,7.0
29298,5817393,1,1,1,1,1,Control,26.0,322.0,49.0,F,3.0,157447.32,3.0,6.0
29300,5817789,2,0,0,0,0,Control,13.0,156.0,42.0,F,2.0,70172.63,0.0,3.0
29302,5818148,4,4,1,1,1,Control,22.0,268.0,57.5,F,2.0,42132.42,4.0,7.0
29303,5818454,3,1,0,0,0,Control,20.0,246.0,60.0,M,2.0,262632.21,2.0,5.0
29306,5818842,1,1,1,1,0,Control,16.0,195.0,40.0,M,2.0,45303.42,3.0,6.0
29307,5819141,2,1,1,1,1,Control,14.0,169.0,33.5,F,2.0,100456.11,3.0,6.0
29310,5819620,1,1,1,1,0,Control,7.0,85.0,38.0,U,3.0,53747.13,1.0,4.0
29311,5819627,1,1,1,1,1,Control,14.0,179.0,48.5,F,2.0,215288.22,6.0,9.0
29312,5819654,2,1,0,0,0,Control,8.0,98.0,71.0,U,2.0,156249.01,4.0,7.0
29313,5820267,1,1,1,1,1,Control,9.0,109.0,47.5,F,2.0,53608.5,6.0,9.0
29314,5820328,1,1,1,1,1,Control,10.0,130.0,24.5,M,2.0,53267.14,1.0,4.0
29319,5821298,1,0,0,0,0,Control,11.0,136.0,29.0,F,3.0,62918.26,2.0,5.0
29320,5821350,3,0,0,0,0,Control,20.0,248.0,47.0,F,2.0,203991.35,2.0,5.0
29321,5821983,4,1,1,1,0,Control,13.0,162.0,23.0,F,2.0,66131.56,6.0,9.0
29322,5822378,1,1,1,1,1,Control,7.0,84.0,42.0,U,3.0,147113.74,4.0,7.0
29323,5822478,1,1,1,1,1,Control,7.0,86.0,24.5,U,3.0,34021.78,2.0,5.0
29325,5822622,1,0,0,0,0,Control,10.0,122.0,39.0,F,2.0,106972.92,0.0,3.0
29327,5822736,3,1,1,1,1,Control,28.0,337.0,59.0,M,3.0,323925.1,6.0,9.0
29332,5823529,3,3,2,1,1,Control,5.0,64.0,38.5,U,3.0,198996.89,6.0,9.0
29334,5823625,2,1,1,0,1,Control,13.0,166.0,48.5,M,2.0,102600.04,0.0,3.0
29335,5823627,1,2,2,1,1,Control,12.0,146.0,30.0,M,2.0,25699.96,0.0,3.0
29336,5823904,5,1,1,2,1,Control,11.0,132.0,34.5,M,2.0,74528.86,0.0,3.0
29337,5823990,1,0,0,0,0,Control,4.0,59.0,29.0,U,2.0,29198.31,0.0,3.0
29338,5824205,4,2,2,0,0,Control,18.0,217.0,55.0,M,2.0,348422.26,5.0,8.0
29339,5824256,3,0,0,0,0,Control,10.0,120.0,59.0,F,2.0,99488.55,2.0,5.0
29340,5824357,1,1,2,2,1,Control,7.0,94.0,25.5,U,2.0,62362.09,3.0,6.0
29342,5824640,2,2,2,2,1,Control,5.0,68.0,55.0,F,3.0,135226.87,5.0,8.0
29343,5824996,1,1,1,1,0,Control,10.0,131.0,68.0,F,2.0,34062.89,4.0,7.0
29349,5825740,6,1,1,1,1,Control,16.0,195.0,59.5,U,3.0,309465.3,6.0,9.0
29352,5826390,2,3,3,2,1,Control,7.0,91.0,22.5,U,3.0,95820.49,3.0,6.0
29353,5826449,1,2,2,2,1,Control,29.0,352.0,56.5,U,2.0,42913.87,6.0,9.0
29358,5827444,3,2,3,3,1,Control,16.0,192.0,57.5,F,3.0,118319.14,3.0,6.0
29360,5827596,1,1,1,1,2,Control,5.0,68.0,22.0,U,3.0,186393.49,6.0,9.0
29363,5828745,1,0,0,0,0,Control,8.0,106.0,33.0,M,2.0,37187.48,0.0,3.0
29364,5828768,1,1,1,1,1,Control,5.0,68.0,29.0,U,2.0,32047.91,1.0,4.0
29367,5829248,7,3,1,1,2,Control,23.0,282.0,46.5,F,2.0,150492.49,3.0,6.0
29369,5829314,1,4,4,4,4,Control,5.0,71.0,59.5,U,2.0,174490.08000000002,2.0,5.0
29370,5829371,1,1,0,0,0,Control,17.0,215.0,58.0,M,2.0,261176.94,5.0,8.0
29371,5829895,3,4,1,1,3,Control,15.0,190.0,68.5,M,3.0,197259.66,4.0,7.0
29374,5830093,1,1,1,1,1,Control,24.0,293.0,57.0,M,2.0,174773.95,6.0,9.0
29375,5830177,3,1,1,1,0,Control,6.0,81.0,72.0,U,2.0,215881.3,6.0,9.0
29376,5830544,2,1,1,1,1,Control,11.0,138.0,52.5,F,2.0,34731.31,2.0,5.0
29381,5831505,1,1,1,1,1,Control,6.0,78.0,64.0,U,2.0,254107.37,4.0,7.0
29382,5831696,1,1,1,1,0,Control,4.0,58.0,27.0,U,2.0,41059.14,1.0,4.0
29383,5831736,1,1,1,1,1,Control,22.0,268.0,69.5,M,3.0,124308.83,4.0,7.0
29386,5832167,1,1,1,3,1,Control,10.0,130.0,34.5,F,2.0,64582.96,6.0,9.0
